ColonyID,X,Y
1,0.30246876180172,13.5680265678093
2,0.328660267405212,0.230694911442697
3,0.532931350171566,6.89345428720117
4,0.554551710374653,4.68558953609318
5,0.629156911745667,0.279240505769849
6,0.671967742964625,17.1117002982646
7,0.795799111947417,9.97861184645444
8,0.889007914811373,18.0744510842487
9,1.08249292243272,4.18142573907971
10,1.76398073323071,19.3510066857561
11,2.06587394233793,4.89467685110867
12,2.22358959726989,10.42424893938
13,2.41654846817255,17.1935720648617
14,2.61507376562804,5.09964525699615
15,3.18207403644919,18.4958416642621
16,3.47847714554518,15.3918297309428
17,3.66037802770734,17.2304466227069
18,3.74132486991584,7.91927644517273
19,3.97427225019783,15.3488130960613
20,4.19678919482976,9.55652902834117
21,4.2837427277118,17.7206097915769
22,4.62615274824202,11.513376631774
23,4.83518063556403,15.8491191500798
24,4.85130980610847,4.47302039712667
25,5.16881859861314,6.28163623157889
26,5.19831704907119,6.9121059961617
27,5.26363757904619,13.8959817355499
28,5.45809471514076,4.69870080705732
29,5.51655640359968,1.40742801595479
30,5.68633042741567,2.30602155905217
31,5.71348829194903,16.0174032766372
32,5.89949000626802,16.1237397324294
33,5.94707132317126,8.77102635800838
34,6.52549914084375,10.9276177594438
35,6.64702823851258,3.34596386644989
36,6.76982532721013,3.69761612731963
37,6.9422508077696,16.4812337094918
38,7.01209335122257,8.44147069379687
39,7.06726936157793,3.98196509107947
40,7.15269854757935,0.942593486979604
41,7.59615723509341,2.06106903962791
42,7.60692864656448,0.246548759751022
43,7.79631066136062,8.82288652937859
44,7.80182282906026,8.72040851507336
45,8.13581576570868,12.335317065008
46,8.32452747039497,4.27113793324679
47,8.34376669023186,0.651969611644745
48,8.49635017570108,0.836413488723338
49,8.5975763015449,2.3530611442402
50,9.50357185211033,16.2676147790626
51,9.61287333164364,16.9935433985665
52,9.61347470991313,3.23382373899221
53,9.88090057857335,1.64770697243512
54,10.0166122242808,3.30901465378702
55,10.158522631973,4.36188969761133
56,10.3639576584101,3.76523439306766
57,10.3782365657389,14.6457815961912
58,10.4552760208026,19.4050138443708
59,10.4559582751244,1.86300801113248
60,10.6637138035148,0.421456126496196
61,10.7791617000476,13.6921494081616
62,11.1490270169452,15.7337884651497
63,11.540995426476,8.0075244884938
64,11.7663353541866,9.72485895268619
65,11.8653199728578,4.22352631110698
66,12.3205161234364,12.2498733829707
67,12.7045208076015,15.4077621595934
68,13.0099443718791,11.6953312419355
69,13.1850015791133,2.81174765899777
70,13.3533105300739,1.69277373235673
71,13.4748032409698,18.4217299660668
72,13.8676447514445,12.9880055924878
73,13.9608838129789,7.24800200667232
74,13.9657207438722,12.0809442177415
75,14.4978069979697,13.5346562089399
76,14.6812073001638,5.97479528281838
77,15.086920466274,19.1412157425657
78,15.2499006735161,0.0964592350646853
79,15.4063926683739,4.43654011934996
80,15.5607084650546,4.51118238270283
81,15.690461457707,15.9257507044822
82,15.7422301871702,0.413396516814828
83,15.8097428595647,9.61102602537721
84,15.9182216692716,17.1141409641132
85,16.2850567884743,16.6348816081882
86,16.7025210754946,13.1810147548094
87,16.7408970743418,16.8664436554536
88,16.8189784511924,5.44885457959026
89,17.0996031770483,1.48409378249198
90,17.5897324690595,17.4150753160939
91,17.7121019735932,5.33572813030332
92,17.7660484751686,9.86570597160608
93,17.7955863019451,9.08471441362053
94,18.0510748038068,18.6848957650363
95,18.1303640268743,19.3045887723565
96,18.6754721216857,18.5012276284397
97,18.74611643143,15.5949999345466
98,18.8989109545946,18.1048372155055
99,19.5480148447677,13.1747700739652
100,19.9809777038172,2.85514499526471
